1,2,487.9102024574858,144.97965521784738,55.15945348346594,186.2834263807115,1,-1,-1,-1
1,1,385.3459919561739,154.08738246410522,110.58682468140216,203.2314850717896,1,-1,-1,-1
2,2,497.43071585976725,144.08023230658222,52.87334482497931,185.6038515600888,1,-1,-1,-1
2,1,389.57495404122653,153.98792169004162,107.1314525635803,203.44166648149593,1,-1,-1,-1
3,2,508.3643261837851,139.7320106805132,58.825903770788955,195.76600560849778,1,-1,-1,-1
3,1,411.6108568179662,159.67864906244122,88.96038022869004,188.6632986581112,1,-1,-1,-1
4,2,516.8329289296191,129.05350023537477,66.87958735231382,215.25718939417027,1,-1,-1,-1
4,1,440.51363039286053,166.7313924384979,71.66994217291057,177.1151188166026,1,-1,-1,-1
5,2,523.6129046889758,133.96814685502912,72.99548260151187,215.2924348924084,1,-1,-1,-1
5,1,456.4435887195231,161.18391212013864,75.55322042026734,191.55633129759383,1,-1,-1,-1
6,2,528.4968123179935,138.13836835643536,79.0225907094823,218.90627195627712,1,-1,-1,-1
6,1,467.0378708472928,155.39848889837992,80.47138921601749,201.05730200652096,1,-1,-1,-1
7,2,537.9982739739506,140.12652091661795,78.83216013502988,216.4326641705659,1,-1,-1,-1
7,1,473.64169428078856,155.4850718493056,85.77387258344947,207.74461007630316,1,-1,-1,-1
8,2,553.8677510236889,142.13133120632418,71.15403603112395,210.8574862822487,1,-1,-1,-1
8,1,485.4889944363808,155.1666974312077,88.41326005265597,209.8911358896861,1,-1,-1,-1
9,2,571.2243819136079,142.9105469146292,66.35988795730054,208.7045861889393,1,-1,-1,-1
9,1,504.63460321383303,157.76642959132926,79.14228855431367,205.80125499469204,1,-1,-1,-1
10,2,584.1491487365877,141.42113636503836,72.30706206185778,212.960571708497,1,-1,-1,-1
10,1,518.9030592431277,158.808659841664,74.7254600637018,205.05742955700316,1,-1,-1,-1
11,2,596.377987874712,141.45985156737197,77.90604648524732,216.01273266173627,1,-1,-1,-1
11,1,535.0101076558606,156.08065905425985,83.50446842788006,211.80062218117962,1,-1,-1,-1
12,2,612.5603818310103,144.28589037612323,77.7107002300595,217.12744896198768,1,-1,-1,-1
12,1,541.5084304327955,153.67193993111005,91.86432522967743,215.86297628296427,1,-1,-1,-1
13,2,624.352557501191,145.2167103322206,73.48447314235682,216.50395222046984,1,-1,-1,-1
13,1,547.3485246532889,154.23655498596176,94.7613524525359,216.6457437858468,1,-1,-1,-1
14,2,634.6194277278418,145.45938120618322,69.22236677721935,215.37213660124522,1,-1,-1,-1
14,1,563.8639715147269,153.96670363228046,89.93003909567983,215.71909647405195,1,-1,-1,-1
15,2,649.4944652766454,145.5202260007875,69.02339009656203,217.676928608273,1,-1,-1,-1
15,1,584.1551905727948,153.88482934409296,80.87509542274483,213.67186562137044,1,-1,-1,-1
16,3,280.1361943323936,142.8564237351401,78.11027136092457,186.40038126380452,1,-1,-1,-1
16,2,662.4906332711432,145.46596558431463,72.12799694505497,221.15457719301128,1,-1,-1,-1
16,1,594.5542629116882,152.08648779886173,85.84736622320247,216.67817243930315,1,-1,-1,-1
17,3,301.1499312521714,141.98997939201732,73.1878139498159,182.2914635500068,1,-1,-1,-1
17,2,674.3222123233829,146.53512327202918,75.33537021611232,222.91486348724766,1,-1,-1,-1
17,1,600.1835544897812,151.29413197658596,94.66458091092886,219.23218122493097,1,-1,-1,-1
18,3,318.34345388190854,141.26460920545117,75.47755907099122,184.1846892955877,1,-1,-1,-1
18,2,683.9960880033018,145.48471056056127,77.56050753585009,224.5782675308235,1,-1,-1,-1
18,1,607.0151095671939,152.5004694321938,104.23323488730261,219.73484421852422,1,-1,-1,-1
19,3,331.3338530625335,138.25060080164008,84.801432171535,189.0244642333385,1,-1,-1,-1
19,2,695.5864911145217,145.00075020760607,75.46370704022684,225.25387805195396,1,-1,-1,-1
19,1,621.6075988481775,151.9426408182273,102.11092799840821,219.50267498860865,1,-1,-1,-1
20,4,508.70297824527063,140.07771370291795,24.368584561470016,69.8152099976408,1,-1,-1,-1
20,3,338.27146787361653,139.03152772609582,88.51930840815953,188.9417824175469,1,-1,-1,-1
20,2,709.7355478864341,143.1701714081026,72.07132433571883,226.01422405457345,1,-1,-1,-1
20,1,644.9905123012345,151.7937121115196,94.15335309859643,217.94807222284135,1,-1,-1,-1
21,6,279.36249147040286,128.05759978067212,73.78439519594667,220.8166667404511,1,-1,-1,-1
21,5,1079.467324700215,136.87419034426333,84.3341503090328,241.27419411509285,1,-1,-1,-1
21,4,509.9829836003878,138.9323593942578,25.111238778568804,70.66112847311075,1,-1,-1,-1
21,3,351.49934072109966,140.70324611733776,80.40546747649375,184.38550400223266,1,-1,-1,-1
21,2,725.8287352487882,141.61809116175547,73.42368104429647,228.05712284860877,1,-1,-1,-1
21,1,665.4949137109295,151.36900230570092,90.45826020307277,217.6263794261539,1,-1,-1,-1
22,6,289.8814214956564,127.21357571607754,70.29040754147957,201.9383074831749,1,-1,-1,-1
22,5,1028.3348507519108,135.79290662640898,106.04015450163706,248.17249541488513,1,-1,-1,-1
22,4,510.1764292212543,139.21851696319314,26.202587156942798,71.18442618827584,1,-1,-1,-1
22,3,367.66299297873127,143.8682223670504,72.50447098559209,180.7007682794241,1,-1,-1,-1
22,2,742.3058919246733,141.66445744005205,76.20047059846615,228.28465206434663,1,-1,-1,-1
